transaction_id,is_fraud,is_spike_injected,injected_spike_event_id,benign_event_id,is_within_spike_window,active_spike_event_id,fraud_scenario_family,false_positive_cost_if_blocked_inr,fraud_loss_if_missed_inr
T000190,0,0,,,0,,,208.69,0.0
T000191,0,0,,,0,,,166.85,0.0
T000192,0,0,,,0,,,493.18,0.0
T000193,0,0,,,0,,,214.08,0.0
T000194,0,0,,,0,,,166.38,0.0
T000195,0,0,,,0,,,175.47,0.0
T000196,0,0,,,0,,,264.3,0.0
T000197,0,0,,,0,,,250.15,0.0
T000198,0,0,,,0,,,130.67,0.0
T000199,0,0,,,0,,,243.79,0.0
T000200,0,0,,,0,,,222.29,0.0
T000201,0,0,,,0,,,208.1,0.0
T000202,0,0,,,0,,,183.44,0.0
T000203,1,0,,,0,,,0.0,4217.98
T000204,0,0,,,0,,,664.97,0.0
T000205,0,0,,,0,,,241.92,0.0
T000206,0,0,,,0,,,242.08,0.0
T000207,0,0,,,0,,,232.14,0.0
T000208,0,0,,,0,,,215.01,0.0
T000209,0,0,,,0,,,222.69,0.0
T000210,0,0,,,0,,,214.66,0.0
T000211,0,0,,,0,,,315.98,0.0
T000212,0,0,,,0,,,361.66,0.0
T000213,0,0,,,0,,,279.55,0.0
T000214,0,0,,,0,,,194.47,0.0
T000215,0,0,,,0,,,91.52,0.0
T000216,0,0,,,0,,,533.92,0.0
T000217,0,0,,,0,,,378.37,0.0
T000218,0,0,,,0,,,238.1,0.0
T000219,0,0,,,0,,,178.21,0.0
T000220,0,0,,,0,,,234.22,0.0
T000221,0,0,,,0,,,293.58,0.0
T000222,0,0,,,0,,,206.95,0.0
T000223,0,0,,,0,,,202.5,0.0
T000224,0,0,,,0,,,203.17,0.0
T000225,0,0,,,0,,,141.2,0.0
T000226,0,0,,,0,,,273.39,0.0
T000227,0,0,,,0,,,309.99,0.0
T000228,0,0,,,0,,,212.81,0.0
T000229,0,0,,,0,,,429.8,0.0
T000230,0,0,,,0,,,205.05,0.0
T000231,0,0,,,0,,,155.06,0.0
T000232,0,0,,,0,,,529.56,0.0
T000233,0,0,,,0,,,149.0,0.0
T000234,1,0,,,0,,,0.0,676.39
T000235,0,0,,,0,,,118.28,0.0
T000236,0,0,,,0,,,87.17,0.0
T000237,0,0,,,0,,,136.1,0.0
T000238,0,0,,,0,,,215.69,0.0
T000239,0,0,,,0,,,182.01,0.0
T000240,0,0,,,0,,,177.93,0.0
T000241,0,0,,,0,,,160.1,0.0
T000242,0,0,,,0,,,239.79,0.0
T000243,0,0,,,0,,,120.63,0.0
T000244,0,0,,,0,,,829.17,0.0
T000245,0,0,,,0,,,154.23,0.0
T000246,0,0,,,0,,,1151.65,0.0
T000247,0,0,,,0,,,444.25,0.0
T000248,0,0,,,0,,,187.11,0.0
T000249,0,0,,,0,,,175.79,0.0
T000250,0,0,,,0,,,241.41,0.0
T000251,0,0,,,0,,,169.31,0.0
T000252,0,0,,,0,,,176.04,0.0
T000253,0,0,,,0,,,188.36,0.0
T000254,0,0,,,0,,,295.93,0.0
T000255,0,0,,,0,,,177.31,0.0
T000256,0,0,,,0,,,199.96,0.0
T000257,0,0,,,0,,,423.58,0.0
T000258,0,0,,,0,,,443.15,0.0
T000259,0,0,,,0,,,236.28,0.0
T000260,0,0,,,0,,,146.06,0.0
T000261,0,0,,,0,,,811.56,0.0
T000262,0,0,,,0,,,230.29,0.0
T000263,0,0,,,0,,,170.25,0.0
T000264,0,0,,,0,,,326.71,0.0
T000265,0,0,,,0,,,238.11,0.0
T000266,0,0,,,0,,,207.56,0.0
T000267,0,0,,,0,,,159.36,0.0
T000268,0,0,,,0,,,212.51,0.0
T000269,0,0,,,0,,,206.2,0.0
T000270,0,0,,,0,,,183.54,0.0
T000271,0,0,,,0,,,235.02,0.0
T000272,0,0,,,0,,,192.27,0.0
T000273,0,0,,,0,,,561.79,0.0
T000274,0,0,,,0,,,280.87,0.0
T000275,0,0,,,0,,,215.38,0.0
T000276,0,0,,,0,,,212.68,0.0
T000277,0,0,,,0,,,132.48,0.0
T000278,0,0,,,0,,,545.0,0.0
T000279,0,0,,,0,,,201.5,0.0
T000280,0,0,,,0,,,366.53,0.0
T000281,0,0,,,0,,,196.15,0.0
T000282,0,0,,,0,,,158.63,0.0
T000283,0,0,,,0,,,548.28,0.0
T000284,0,0,,,0,,,228.69,0.0
T000285,0,0,,,0,,,150.88,0.0
T000286,0,0,,,0,,,204.81,0.0
T000287,0,0,,,0,,,338.56,0.0
T000288,0,0,,,0,,,297.53,0.0
T000289,0,0,,,0,,,183.95,0.0
T000290,0,0,,,0,,,243.14,0.0
T000291,0,0,,,0,,,392.15,0.0
T000292,0,0,,,0,,,208.95,0.0
T000293,1,0,,,0,,,0.0,677.54
T000294,0,0,,,0,,,303.43,0.0
T000295,0,0,,,0,,,193.12,0.0
T000296,0,0,,,0,,,289.67,0.0
T000297,0,0,,,0,,,166.98,0.0
T000298,0,0,,,0,,,199.2,0.0
T000299,0,0,,,0,,,164.85,0.0
T000300,0,0,,,0,,,143.7,0.0
T000301,0,0,,,0,,,178.27,0.0
T000302,0,0,,,0,,,307.5,0.0
T000303,0,0,,,0,,,551.47,0.0
T000304,0,0,,,0,,,228.88,0.0
T000305,0,0,,,0,,,151.72,0.0
T000306,0,0,,,0,,,417.69,0.0
T000307,0,0,,,0,,,175.21,0.0
T000308,0,0,,,0,,,206.67,0.0
T000309,0,0,,,0,,,258.1,0.0
T000310,0,0,,,0,,,406.47,0.0
T000311,0,0,,,0,,,167.33,0.0
T000312,0,0,,,0,,,387.4,0.0
T000313,0,0,,,0,,,456.31,0.0
T000314,0,0,,,0,,,302.69,0.0
T000315,0,0,,,0,,,271.1,0.0
T000316,0,0,,,0,,,160.04,0.0
T000317,0,0,,,0,,,197.27,0.0
T000318,0,0,,,0,,,295.04,0.0
T000319,0,0,,,0,,,195.81,0.0
T000320,0,0,,,0,,,190.27,0.0
T000321,0,0,,,0,,,174.59,0.0
T000322,0,0,,,0,,,247.57,0.0
T000323,0,0,,,0,,,164.66,0.0
T000324,0,0,,,0,,,244.07,0.0
T000325,0,0,,,0,,,1117.42,0.0
T000326,0,0,,,0,,,215.0,0.0
T000327,0,0,,,0,,,134.71,0.0
T000328,0,0,,,0,,,240.2,0.0
T000329,1,0,,,0,,,0.0,824.55
T000330,0,0,,,0,,,189.57,0.0
T000331,0,0,,,0,,,281.43,0.0
T000332,0,0,,,0,,,282.29,0.0
T000333,0,0,,,0,,,234.6,0.0
T000334,0,0,,,0,,,134.31,0.0
T000335,0,0,,,0,,,406.83,0.0
T000336,0,0,,,0,,,186.57,0.0
T000337,0,0,,,0,,,163.93,0.0
T000338,0,0,,,0,,,177.63,0.0
T000339,0,0,,,0,,,189.32,0.0
T000340,0,0,,,0,,,167.74,0.0
T000341,0,0,,,0,,,214.52,0.0
T000342,0,0,,,0,,,205.87,0.0
T000343,0,0,,,0,,,215.79,0.0
T000344,0,0,,,0,,,282.57,0.0
T000345,0,0,,,0,,,187.1,0.0
T000346,0,0,,,0,,,335.96,0.0
T000347,0,0,,,0,,,108.66,0.0
T000348,0,0,,,0,,,197.34,0.0
T000349,0,0,,,0,,,221.17,0.0
T000350,0,0,,,0,,,194.29,0.0
T000351,0,0,,,0,,,236.59,0.0
T000352,1,0,,,0,,,0.0,1682.75
T000353,0,0,,,0,,,1167.54,0.0
T000354,0,0,,,0,,,200.15,0.0
T000355,0,0,,,0,,,392.72,0.0
T000356,0,0,,,0,,,510.72,0.0
T000357,0,0,,,0,,,308.53,0.0
T000358,0,0,,,0,,,186.38,0.0
T000359,0,0,,,0,,,162.62,0.0
T000360,0,0,,,0,,,192.58,0.0
T000361,0,0,,,0,,,207.32,0.0
T000362,0,0,,,0,,,440.56,0.0
T000363,0,0,,,0,,,561.93,0.0
T000364,0,0,,,0,,,307.43,0.0
T000365,0,0,,,0,,,217.48,0.0
T000366,0,0,,,0,,,917.88,0.0
T000367,0,0,,,0,,,186.96,0.0
T000368,0,0,,,0,,,897.28,0.0
T000369,0,0,,,0,,,174.75,0.0
T000370,0,0,,,0,,,201.03,0.0
T000371,0,0,,,0,,,227.75,0.0
T000372,0,0,,,0,,,212.51,0.0
T000373,0,0,,,0,,,249.31,0.0
T000374,0,0,,,0,,,292.2,0.0
T000375,0,0,,,0,,,328.62,0.0
T000376,0,0,,,0,,,251.87,0.0
T000377,0,0,,,0,,,215.32,0.0
T000378,0,0,,,0,,,159.33,0.0
T000379,0,0,,,0,,,381.77,0.0
T000380,0,0,,,0,,,200.22,0.0
T000381,0,0,,,0,,,214.21,0.0
T000382,0,0,,,0,,,203.2,0.0
T000383,0,0,,,0,,,179.25,0.0
T000384,0,0,,,0,,,176.21,0.0
T000385,0,0,,,0,,,388.88,0.0
T000386,0,0,,,0,,,191.93,0.0
T000387,0,0,,,0,,,229.57,0.0
T000388,0,0,,,0,,,308.8,0.0
T000389,0,0,,,0,,,652.69,0.0
T000390,0,0,,,0,,,357.9,0.0
T000391,0,0,,,0,,,1295.59,0.0
T000392,0,0,,,0,,,184.24,0.0
T000393,0,0,,,0,,,153.26,0.0
T000394,0,0,,,0,,,164.2,0.0
T000395,0,0,,,0,,,331.97,0.0
T000396,0,0,,,0,,,247.7,0.0
T000397,1,0,,,0,,,0.0,3110.66
T000398,0,0,,,0,,,184.53,0.0
T000399,0,0,,,0,,,584.12,0.0
T000400,0,0,,,0,,,178.83,0.0
T000401,0,0,,,0,,,197.56,0.0
T000402,0,0,,,0,,,172.57,0.0
T000403,0,0,,,0,,,156.12,0.0
T000404,0,0,,,0,,,170.54,0.0
T000405,0,0,,,0,,,628.66,0.0
T000406,0,0,,,0,,,154.79,0.0
T000407,0,0,,,0,,,163.32,0.0
T000408,0,0,,,0,,,405.28,0.0
T000409,0,0,,,0,,,328.88,0.0
T000410,0,0,,,0,,,165.7,0.0
T000411,0,0,,,0,,,179.76,0.0
T000412,0,0,,,0,,,173.57,0.0
T000413,0,0,,,0,,,316.02,0.0
T000414,0,0,,,0,,,165.85,0.0
T000415,0,0,,,0,,,225.89,0.0
T000416,0,0,,,0,,,662.02,0.0
T000417,0,0,,,0,,,321.59,0.0
T000418,0,0,,,0,,,352.17,0.0
T000419,0,0,,,0,,,93.98,0.0
T000420,0,0,,,0,,,206.74,0.0
T000421,0,0,,,0,,,345.39,0.0
T000422,0,0,,,0,,,152.3,0.0
T000423,0,0,,,0,,,193.31,0.0
T000424,0,0,,,0,,,756.7,0.0
T000425,0,0,,,0,,,782.46,0.0
T000426,0,0,,,0,,,294.15,0.0
T000427,0,0,,,0,,,179.34,0.0
T000428,0,0,,,0,,,296.2,0.0
T000429,0,0,,,0,,,167.93,0.0
T000430,0,0,,,0,,,415.22,0.0
T000431,0,0,,,0,,,316.8,0.0
T000432,0,0,,,0,,,594.63,0.0
T000433,0,0,,,0,,,154.77,0.0
T000434,0,0,,,0,,,240.96,0.0
T000435,0,0,,,0,,,186.41,0.0
T000436,0,0,,,0,,,246.74,0.0
T000437,0,0,,,0,,,503.9,0.0
T000438,0,0,,,0,,,475.74,0.0
T000439,0,0,,,0,,,141.76,0.0
T000440,0,0,,,0,,,403.06,0.0
T000441,0,0,,,0,,,281.9,0.0
T000442,0,0,,,0,,,182.8,0.0
T000443,0,0,,,0,,,216.7,0.0
T000444,0,0,,,0,,,173.05,0.0
T000445,0,0,,,0,,,257.62,0.0
T000446,0,0,,,0,,,182.66,0.0
T000447,0,0,,,0,,,217.38,0.0
T000448,0,0,,,0,,,337.4,0.0
T000449,0,0,,,0,,,683.58,0.0
T000450,0,0,,,0,,,177.72,0.0
T000451,0,0,,,0,,,184.83,0.0
T000452,0,0,,,0,,,294.98,0.0
T000453,0,0,,,0,,,595.7,0.0
T000454,0,0,,,0,,,148.71,0.0
T000455,0,0,,,0,,,194.18,0.0
T000456,0,0,,,0,,,441.18,0.0
T000457,0,0,,,0,,,137.18,0.0
T000458,0,0,,,0,,,172.87,0.0
T000459,0,0,,,0,,,235.04,0.0
T000460,0,0,,,0,,,203.24,0.0
T000461,0,0,,,0,,,381.63,0.0
T000462,0,0,,,0,,,132.55,0.0
T000463,0,0,,,0,,,463.68,0.0
T000464,0,0,,,0,,,546.87,0.0
T000465,0,0,,,0,,,2133.14,0.0
T000466,0,0,,,0,,,300.62,0.0
T000467,0,0,,,0,,,381.71,0.0
T000468,0,0,,,0,,,233.99,0.0
T000469,0,0,,,0,,,174.31,0.0
T000470,0,0,,,0,,,211.86,0.0
T000471,0,0,,,0,,,549.82,0.0
T000472,0,0,,,0,,,200.59,0.0
T000473,0,0,,,0,,,237.48,0.0
T000474,0,0,,,0,,,228.04,0.0
T000475,0,0,,,0,,,188.23,0.0
T000476,0,0,,,0,,,302.45,0.0
T000477,0,0,,,0,,,138.11,0.0
T000478,0,0,,,0,,,417.7,0.0
T000479,0,0,,,0,,,334.86,0.0
T000480,0,0,,,0,,,505.56,0.0
T000481,0,0,,,0,,,196.26,0.0
T000482,0,0,,,0,,,949.59,0.0
T000483,0,0,,,0,,,733.66,0.0
T000484,0,0,,,0,,,165.69,0.0
T000485,0,0,,,0,,,264.23,0.0
T000486,0,0,,,0,,,214.36,0.0
T000487,0,0,,,0,,,289.97,0.0
T000488,0,0,,,0,,,232.86,0.0
T000489,0,0,,,0,,,220.81,0.0
T000490,0,0,,,0,,,830.66,0.0
T000491,0,0,,,0,,,176.73,0.0
T000492,0,0,,,0,,,241.18,0.0
T000493,0,0,,,0,,,171.08,0.0
T000494,0,0,,,0,,,303.52,0.0
T000495,0,0,,,0,,,62.58,0.0
T000496,0,0,,,0,,,184.62,0.0
T000497,0,0,,,0,,,637.34,0.0
T000498,0,0,,,0,,,170.14,0.0
T000499,0,0,,,0,,,415.46,0.0
T000500,0,0,,,0,,,175.02,0.0
T000501,0,0,,,0,,,227.59,0.0
T000502,0,0,,,0,,,442.97,0.0
T000503,0,0,,,0,,,252.07,0.0
T000504,0,0,,,0,,,117.05,0.0
T000505,0,0,,,0,,,542.35,0.0
T000506,0,0,,,0,,,383.96,0.0
T000507,0,0,,,0,,,365.59,0.0
T000508,0,0,,,0,,,332.09,0.0
T000509,0,0,,,0,,,428.46,0.0
T000510,1,0,,,0,,,0.0,864.68
T000511,0,0,,,0,,,267.99,0.0
T000512,0,0,,,0,,,183.34,0.0
T000513,0,0,,,0,,,510.38,0.0
T000514,0,0,,,0,,,171.41,0.0
T000515,0,0,,,0,,,194.21,0.0
T000516,0,0,,,0,,,158.4,0.0
T000517,0,0,,,0,,,178.43,0.0
T000518,0,0,,,0,,,458.29,0.0
T000519,0,0,,,0,,,417.95,0.0
T000520,0,0,,,0,,,180.75,0.0
T000521,0,0,,,0,,,244.58,0.0
T000522,0,0,,,0,,,168.7,0.0
T000523,0,0,,,0,,,75.22,0.0
T000524,0,0,,,0,,,388.99,0.0
T000525,0,0,,,0,,,745.29,0.0
T000526,0,0,,,0,,,215.93,0.0
T000527,0,0,,,0,,,205.99,0.0
T000528,0,0,,,0,,,328.63,0.0
T000529,0,0,,,0,,,158.37,0.0
T000530,0,0,,,0,,,184.49,0.0
T000531,0,0,,,0,,,860.32,0.0
T000532,0,0,,,0,,,202.86,0.0
T000533,0,0,,,0,,,455.29,0.0
T000534,0,0,,,0,,,160.91,0.0
T000535,0,0,,,0,,,181.46,0.0
T000536,0,0,,,0,,,327.34,0.0
T000537,0,0,,,0,,,494.75,0.0
T000538,0,0,,,0,,,166.92,0.0
T000539,0,0,,,0,,,266.09,0.0
T000540,0,0,,,0,,,538.34,0.0
T000541,0,0,,,0,,,193.04,0.0
T000542,0,0,,,0,,,222.38,0.0
T000543,0,0,,,0,,,182.13,0.0
T000544,0,0,,,0,,,155.19,0.0
T000545,0,0,,,0,,,225.12,0.0
T000546,0,0,,,0,,,315.59,0.0
T000547,0,0,,,0,,,502.11,0.0
T000548,0,0,,,0,,,210.33,0.0
T000549,0,0,,,0,,,287.66,0.0
T000550,0,0,,,0,,,122.61,0.0
T000551,0,0,,,0,,,287.89,0.0
T000552,0,0,,,0,,,117.68,0.0
T000553,0,0,,,0,,,385.66,0.0
T000554,0,0,,,0,,,558.05,0.0
T000555,0,0,,,0,,,191.2,0.0
T000556,0,0,,,0,,,439.7,0.0
T000557,0,0,,,0,,,185.87,0.0
T000558,0,0,,,0,,,298.84,0.0
T000559,0,0,,,0,,,97.47,0.0
T000560,0,0,,,0,,,224.54,0.0
T000561,0,0,,,0,,,304.16,0.0
T000562,0,0,,,0,,,167.73,0.0
T000563,0,0,,,0,,,177.52,0.0
T000564,0,0,,,0,,,410.1,0.0
T000565,0,0,,,0,,,343.1,0.0
T000566,0,0,,,0,,,90.93,0.0
T000567,1,0,,,0,,,0.0,13999.22
T000568,0,0,,,0,,,277.94,0.0
T000569,0,0,,,0,,,301.22,0.0
T000570,0,0,,,0,,,201.52,0.0
T000571,0,0,,,0,,,523.9,0.0
T000572,0,0,,,0,,,383.68,0.0
T000573,0,0,,,0,,,414.93,0.0
T000574,0,0,,,0,,,981.16,0.0
T000575,0,0,,,0,,,152.31,0.0
T000576,0,0,,,0,,,465.62,0.0
T000577,0,0,,,0,,,379.92,0.0
T000578,0,0,,,0,,,427.96,0.0
T000579,0,0,,,0,,,124.36,0.0
T000580,0,0,,,0,,,325.27,0.0
T000581,0,0,,,0,,,367.13,0.0
T000582,0,0,,,0,,,347.31,0.0
T000583,0,0,,,0,,,266.45,0.0
T000584,0,0,,,0,,,274.02,0.0
T000585,0,0,,,0,,,182.29,0.0
T000586,0,0,,,0,,,512.0,0.0
T000587,0,0,,,0,,,264.85,0.0
T000588,0,0,,,0,,,393.21,0.0
T000589,0,0,,,0,,,456.47,0.0
T000590,0,0,,,0,,,212.7,0.0
T000591,0,0,,,0,,,224.2,0.0
T000592,0,0,,,0,,,232.07,0.0
T000593,0,0,,,0,,,364.92,0.0
T000594,0,0,,,0,,,241.88,0.0
T000595,0,0,,,0,,,223.55,0.0
T000596,0,0,,,0,,,251.83,0.0
T000597,0,0,,,0,,,344.63,0.0
T000598,0,0,,,0,,,139.81,0.0
T000599,0,0,,,0,,,229.3,0.0
T000600,0,0,,,0,,,158.25,0.0
T000601,0,0,,,0,,,166.09,0.0
T000602,0,0,,,0,,,290.89,0.0
T000603,0,0,,,0,,,243.22,0.0
T000604,0,0,,,0,,,149.41,0.0
T000605,0,0,,,0,,,157.47,0.0
T000606,0,0,,,0,,,188.5,0.0
T000607,0,0,,,0,,,42.93,0.0
T000608,0,0,,,0,,,181.68,0.0
T000609,0,0,,,0,,,408.27,0.0
T000610,0,0,,,0,,,205.11,0.0
T000611,0,0,,,0,,,238.36,0.0
T000612,0,0,,,0,,,210.32,0.0
T000613,0,0,,,0,,,157.59,0.0
T000614,0,0,,,0,,,308.61,0.0
T000615,0,0,,,0,,,177.47,0.0
T000616,0,0,,,0,,,748.44,0.0
T000617,0,0,,,0,,,335.85,0.0
T000618,0,0,,,0,,,153.38,0.0
T000619,0,0,,,0,,,211.66,0.0
T000620,0,0,,,0,,,168.27,0.0
T000621,0,0,,,0,,,79.22,0.0
T000622,0,0,,,0,,,225.37,0.0
T000623,0,0,,,0,,,245.89,0.0
T000624,0,0,,,0,,,190.11,0.0
T000625,0,0,,,0,,,182.34,0.0
T000626,0,0,,,0,,,255.61,0.0
