transaction_id,timestamp,customer_id,merchant_id,device_id,ip_cluster_id,amount_inr,merchant_category,payment_method,channel,customer_age_days,customer_txn_count_30d,customer_avg_amount_30d,time_since_last_txn_min,txn_velocity_10m,txn_velocity_1h,amount_zscore_customer,is_new_device,device_trust_score,ip_risk_score,geo_distance_km,billing_shipping_mismatch,failed_attempts_24h,account_changes_24h,is_proxy_ip,prior_disputes_90d,merchant_fraud_rate_7d,known_promo_event,hour,day_of_week,is_weekend
T000017,2026-04-01 03:49:48,C00492,M0137,D00492,IP01_201,965.77,education,netbanking,android,692,125,1405.78,10080.0,0,0,-0.417,0,0.9372,0.0973,7.46,0,0,0,0,0,0.0071,0,3,2,0
T000018,2026-04-01 03:54:51,C01072,M0048,D01072,IP00_106,112.65,services,card,ios,504,135,489.91,10080.0,0,0,-1.027,0,0.8873,0.0216,38.44,0,0,0,0,0,0.02074,0,3,2,0
T000019,2026-04-01 03:56:18,C03514,M0155,D03514,IP04_044,381.77,grocery,upi,android,731,118,931.72,10080.0,0,0,-0.787,0,0.8806,0.0,8.42,0,1,0,0,0,0.00266,0,3,2,0
T000020,2026-04-01 04:17:16,C02762,M0402,D02762,IP01_024,1474.34,fashion,upi,web,295,144,1204.69,10080.0,0,0,0.298,0,0.8507,0.2337,2.67,0,0,0,0,0,0.02115,0,4,2,0
T000021,2026-04-01 04:25:28,C01951,M0205,D01951,IP04_052,5060.26,fashion,card,android,1099,125,3651.42,10080.0,0,0,0.514,0,0.924,0.1426,15.96,0,1,0,0,0,0.01397,0,4,2,0
T000022,2026-04-01 04:28:11,C00198,M0257,D00198,IP02_093,858.12,grocery,upi,android,964,135,1555.23,10080.0,0,0,-0.598,0,0.9052,0.0941,1.56,0,0,0,0,0,0.01175,0,4,2,0
T000023,2026-04-01 04:39:09,C06293,M0216,D06293,IP03_198,500.58,grocery,wallet,web,118,143,1797.55,10080.0,0,0,-0.962,0,0.6908,0.1939,53.96,0,0,0,0,0,0.00658,0,4,2,0
T000024,2026-04-01 04:43:38,C02255,M0083,D02255,IP02_125,3347.54,services,card,web,458,141,726.85,10080.0,0,0,4.807,0,0.8223,0.1797,66.59,0,0,0,0,0,0.01155,0,4,2,0
T000025,2026-04-01 04:52:06,C00692,M0082,D00692,IP00_209,650.99,fashion,upi,android,62,140,2159.24,10080.0,0,0,-0.931,0,0.6569,0.0595,32.39,0,0,0,0,0,0.01017,0,4,2,0
T000026,2026-04-01 05:54:51,C05445,M0047,D05445,IP01_144,1403.13,grocery,wallet,android,472,142,1980.4,10080.0,0,0,-0.389,0,0.9,0.0624,8.89,1,0,0,0,0,0.00983,0,5,2,0
T000027,2026-04-01 06:01:34,C06190,M0222,D06190,IP03_080,1519.45,services,netbanking,android,933,142,1250.44,10080.0,0,0,0.287,0,0.9086,0.1654,36.83,0,0,0,0,0,0.01562,0,6,2,0
T000028,2026-04-01 06:11:49,C00509,M0335,D00509,IP01_159,3256.61,travel,card,android,362,52,1346.92,10080.0,0,0,1.89,0,0.999,0.2717,115.6,0,0,0,0,0,0.01064,0,6,2,0
T000029,2026-04-01 06:19:44,C02014,M0106,D02014,IP05_182,9456.92,education,upi,ios,990,63,1869.69,10080.0,0,0,5.411,0,0.8809,0.0623,8.07,0,0,0,0,0,0.01206,0,6,2,0
T000030,2026-04-01 06:25:37,C02309,M0121,D02309,IP03_002,1354.21,gaming,upi,ios,398,102,2683.08,10080.0,0,0,-0.66,0,0.999,0.0326,41.13,0,0,0,0,1,0.01976,0,6,2,0
T000031,2026-04-01 06:46:22,C02681,M0197,D02681,IP05_112,1063.93,utilities,card,android,1157,142,4461.52,10080.0,0,0,-1.015,0,0.7629,0.2973,14.72,0,0,0,0,0,0.01072,0,6,2,0
T000032,2026-04-01 06:46:31,C03293,M0189,D03293,IP00_091,194.81,food,card,android,1211,143,361.86,10080.0,0,0,-0.616,0,0.8565,0.2144,169.03,0,0,0,0,0,0.0135,0,6,2,0
T000033,2026-04-01 06:50:09,C01389,M0354,D01389,IP04_121,425.72,utilities,netbanking,android,527,141,1115.62,10080.0,0,0,-0.825,0,0.8393,0.1074,28.19,0,0,0,0,0,0.01611,0,6,2,0
T000034,2026-04-01 07:06:40,C06080,M0278,D06080,IP03_175,1195.56,health,netbanking,ios,700,38,1535.82,10080.0,0,0,-0.295,0,0.768,0.4037,29.84,0,3,0,1,1,0.01163,0,7,2,0
T000035,2026-04-01 07:13:08,C01669,M0293,D01669,IP00_125,2049.12,grocery,wallet,web,592,141,3134.61,10080.0,0,0,-0.462,0,0.8454,0.5506,36.5,0,0,0,1,0,0.00847,0,7,2,0
T000036,2026-04-01 07:13:43,C02527,M0128,D02527,IP02_118,1566.82,electronics,wallet,web,944,141,2097.08,10080.0,0,0,-0.337,0,0.5839,0.2017,62.72,0,0,0,0,0,0.01796,0,7,2,0
T000037,2026-04-01 07:24:00,C05399,M0307,D05399,IP03_039,4231.7,fashion,upi,android,142,119,2680.43,10080.0,0,0,0.772,0,0.726,0.2485,4.79,0,0,0,0,0,0.00451,0,7,2,0
T000038,2026-04-01 07:28:48,C02644,M0035,D02644,IP04_005,2974.08,food,card,android,863,58,3125.48,10080.0,0,0,-0.065,0,0.9329,0.0526,25.69,0,0,0,0,0,0.01192,0,7,2,0
T000039,2026-04-01 07:31:43,C06081,M0185,D06081,IP01_022,12409.38,services,upi,web,95,149,4629.55,10080.0,0,0,2.241,0,0.9032,0.1552,27.93,0,0,0,0,0,0.01185,0,7,2,0
T000040,2026-04-01 07:37:16,C05933,M0023,D05933,IP00_148,1006.43,health,card,android,314,142,1170.61,10080.0,0,0,-0.187,0,0.6377,0.0636,23.33,0,0,0,0,0,0.0092,0,7,2,0
T000041,2026-04-01 07:43:27,C05179,M0435,D05179,IP02_024,4682.27,travel,upi,android,1595,104,2209.79,10080.0,0,0,1.492,0,0.6621,0.132,6.96,0,0,0,0,1,0.01657,0,7,2,0
T000042,2026-04-01 07:43:41,C04962,M0371,D04962,IP02_185,1111.41,travel,card,ios,688,144,864.6,10080.0,0,0,0.381,0,0.7966,0.083,7.41,0,0,0,0,0,0.01894,0,7,2,0
T000043,2026-04-01 07:44:35,C04669,M0478,D04669,IP01_103,2129.19,electronics,netbanking,android,247,142,685.63,10080.0,0,0,2.807,0,0.8034,0.0157,6.98,0,0,0,0,0,0.01965,0,7,2,0
T000044,2026-04-01 07:50:45,C03629,M0104,D03629,IP02_181,1223.7,services,upi,android,197,142,896.6,10080.0,0,0,0.486,0,0.8924,0.2459,3.73,0,0,0,0,0,0.01412,0,7,2,0
T000045,2026-04-01 08:04:38,C01554,M0066,D01554,IP04_147,1949.13,health,upi,android,822,141,1271.33,10080.0,0,0,0.711,0,0.7568,0.5928,36.97,0,2,0,1,0,0.0073,0,8,2,0
T000046,2026-04-01 08:05:09,C00645,M0407,D00645,IP03_097,3006.6,grocery,upi,android,897,143,1205.53,10080.0,0,0,1.992,0,0.9488,0.265,7.36,0,0,0,0,0,0.01686,0,8,2,0
T000047,2026-04-01 08:06:06,C06483,M0400,D06483,IP02_213,1139.4,food,netbanking,android,378,118,2430.93,10080.0,0,0,-0.708,0,0.999,0.1244,7.58,0,0,0,0,0,0.00652,0,8,2,0
T000048,2026-04-01 08:07:24,C00933,M0410,D00933,IP00_094,295.56,gaming,netbanking,android,445,143,499.79,10080.0,0,0,-0.545,0,0.9529,0.178,7.36,0,0,0,0,0,0.02471,0,8,2,0
T000049,2026-04-01 08:09:44,C00736,M0398,D00736,IP00_082,283.83,food,upi,ios,1374,140,761.93,10080.0,0,0,-0.837,0,0.7929,0.1571,1.17,0,0,0,0,0,0.00829,0,8,2,0
T000050,2026-04-01 08:10:51,C03700,M0320,D03700,IP03_127,5949.82,education,upi,android,1507,119,3281.98,10080.0,0,0,1.084,0,0.8929,0.286,9.91,0,0,0,0,0,0.00598,0,8,2,0
T000051,2026-04-01 08:12:55,C05725,M0141,D05725,IP03_166,1094.99,grocery,upi,ios,302,141,2336.78,10080.0,0,0,-0.709,0,0.8507,0.1707,99.38,0,0,0,0,0,0.01124,0,8,2,0
T000052,2026-04-01 08:22:03,C05861,M0067,D05861,IP02_074,5009.75,services,upi,ios,489,141,3565.31,10080.0,0,0,0.54,0,0.9147,0.3494,40.25,0,0,0,0,0,0.01155,0,8,2,0
T000053,2026-04-01 08:22:15,C02534,M0318,D02534,IP04_096,3304.84,fashion,upi,android,159,111,1947.32,10080.0,0,0,0.929,0,0.9009,0.0041,55.23,0,0,0,0,0,0.01857,0,8,2,0
T000054,2026-04-01 08:27:17,C06145,M0143,D06145,IP03_109,1001.63,fashion,upi,ios,253,64,1035.04,10080.0,0,0,-0.043,0,0.5778,0.0489,7.15,0,0,0,0,1,0.01164,0,8,2,0
T000055,2026-04-01 08:32:07,C01817,M0137,D01817,IP00_193,1727.6,education,upi,android,521,142,2279.38,10080.0,0,0,-0.323,0,0.795,0.1192,58.99,0,0,0,0,0,0.01106,0,8,2,0
T000056,2026-04-01 08:36:27,C06458,M0355,D06458,IP04_007,1153.1,fashion,upi,ios,763,142,1295.79,10080.0,0,0,-0.147,0,0.8254,0.1115,20.43,0,0,0,0,0,0.01808,0,8,2,0
T000057,2026-04-01 08:37:57,C04958,M0231,D04958,IP02_198,207.32,food,card,android,571,139,1060.65,10080.0,0,0,-1.073,0,0.8504,0.0921,13.84,0,0,0,0,0,0.00399,0,8,2,0
T000058,2026-04-01 08:43:20,C05403,M0222,D05403,IP01_218,420.83,services,upi,web,384,144,1848.61,10080.0,0,0,-1.03,0,0.9883,0.0261,12.05,0,0,0,0,0,0.01282,0,8,2,0
T000059,2026-04-01 08:43:31,C05822,M0233,D05822,IP05_070,2182.6,fashion,upi,android,128,143,718.07,10080.0,0,0,2.719,0,0.8725,0.0,4.57,0,0,0,0,0,0.01655,0,8,2,0
T000060,2026-04-01 08:44:58,C04566,M0036,D04566,IP02_053,516.59,food,card,android,1385,62,1682.03,10080.0,0,0,-0.924,0,0.7574,0.0555,7.87,0,0,0,0,0,0.01472,0,8,2,0
T000061,2026-04-01 08:48:52,C02811,M0033,D02811,IP04_168,980.81,health,upi,ios,412,78,2103.07,10080.0,0,0,-0.712,0,0.9644,0.0,6.62,0,0,0,0,0,0.00999,0,8,2,0
T000062,2026-04-01 09:00:21,C02126,M0280,D02126,IP03_011,2649.33,education,upi,android,675,90,892.76,10080.0,0,0,2.623,0,0.7437,0.0833,31.4,0,0,0,0,0,0.0036,0,9,2,0
T000063,2026-04-01 09:00:28,C01849,M0301,D01849,IP02_100,1134.58,fashion,card,web,594,142,2511.5,10080.0,0,0,-0.731,0,0.764,0.0926,53.88,0,0,0,0,0,0.01409,0,9,2,0
T000064,2026-04-01 09:00:36,C00348,M0313,D00348,IP03_162,104.87,food,upi,android,243,97,444.22,10080.0,0,0,-1.019,0,0.999,0.2863,10.91,0,0,0,0,0,0.00104,0,9,2,0
T000065,2026-04-01 09:00:58,C05568,M0288,D05568,IP00_168,4827.6,electronics,upi,ios,685,143,1638.97,10080.0,0,0,2.594,0,0.7052,0.0091,43.51,0,0,0,0,0,0.01708,0,9,2,0
T000066,2026-04-01 09:01:30,C00205,M0396,D00205,IP02_002,866.29,food,upi,ios,620,88,2344.72,10080.0,0,0,-0.841,0,0.8755,0.27,11.32,0,1,0,0,1,0.01263,0,9,2,0
T000067,2026-04-01 09:10:05,C02463,M0288,D02463,IP01_103,7230.78,electronics,card,android,599,142,662.23,10080.0,0,0,12.0,0,0.8171,0.1934,3.74,0,0,0,0,0,0.01536,0,9,2,0
T000068,2026-04-01 09:13:33,C02828,M0169,D02828,IP00_036,1087.96,food,upi,web,896,140,1896.46,10080.0,0,0,-0.568,0,0.561,0.1769,8.11,0,0,0,0,0,0.00674,0,9,2,0
T000069,2026-04-01 09:13:41,C00374,M0334,D00374,IP03_022,584.68,food,upi,android,945,144,1808.33,10080.0,0,0,-0.902,0,0.4797,0.0866,7.51,0,0,0,0,0,0.00814,0,9,2,0
T000070,2026-04-01 09:20:15,C05868,M0002,D05868,IP00_165,4751.3,grocery,card,ios,367,14,4990.98,10080.0,0,0,-0.064,0,0.7068,0.1033,10.1,0,0,0,0,0,0.00824,0,9,2,0
T000071,2026-04-01 09:22:14,C03239,M0004,D03239,IP01_170,646.28,food,upi,android,455,143,2260.21,10080.0,0,0,-0.952,0,0.7039,0.1777,73.04,0,0,0,0,0,0.01237,0,9,2,0
T000072,2026-04-01 09:25:45,C01176,M0187,D01176,IP03_213,1219.35,health,upi,android,266,140,1013.27,10080.0,0,0,0.271,0,0.7872,0.2569,44.16,0,0,1,0,0,0.01041,0,9,2,0
T000073,2026-04-01 09:32:24,C02421,M0209,D02421,IP03_003,233.17,grocery,upi,android,345,140,1531.09,10080.0,0,0,-1.13,0,0.5538,0.0729,18.49,0,0,0,0,1,0.00993,0,9,2,0
T000074,2026-04-01 09:35:11,C05828,M0174,D05828,IP05_106,865.11,food,netbanking,web,96,104,1473.0,10080.0,0,0,-0.55,0,0.793,0.2224,40.48,0,0,0,0,0,0.01176,0,9,2,0
T000075,2026-04-01 09:35:38,C00123,M0410,D00123,IP05_037,868.17,gaming,upi,android,169,141,1748.37,10080.0,0,0,-0.671,0,0.9083,0.0643,8.0,0,0,0,0,0,0.02512,0,9,2,0
T000076,2026-04-01 09:41:36,C01374,M0018,D01374,IP04_091,235.84,gaming,card,ios,199,97,1480.86,10080.0,0,0,-1.121,0,0.7471,0.2057,10.41,0,0,0,0,0,0.02564,0,9,2,0
T000077,2026-04-01 09:45:18,C01720,M0171,D01720,IP03_090,1242.96,services,wallet,web,123,143,1401.83,10080.0,0,0,-0.151,0,0.7042,0.3065,8.89,1,0,0,0,0,0.01752,0,9,2,0
T000078,2026-04-01 09:46:11,C01165,M0392,D01165,IP01_194,6082.41,education,card,android,1203,60,2876.73,10080.0,0,0,1.486,0,0.6896,0.1678,44.26,0,0,0,0,0,0.01148,0,9,2,0
T000079,2026-04-01 09:46:23,C00868,M0337,D00868,IP00_187,2114.33,education,netbanking,android,30,140,1133.39,10080.0,0,0,1.154,0,0.7541,0.0421,4.14,0,0,0,0,0,0.00998,0,9,2,0
T000080,2026-04-01 09:52:33,C01210,M0289,D01210,IP01_063,1163.59,fashion,upi,android,325,61,1449.78,10080.0,0,0,-0.263,0,0.9488,0.0684,98.68,0,0,0,0,0,0.01046,0,9,2,0
T000081,2026-04-01 09:54:18,C00571,M0245,D00571,IP02_011,3688.29,fashion,netbanking,ios,1626,142,2107.25,10080.0,0,0,1.0,0,0.8248,0.1473,11.33,0,0,0,0,0,0.01579,0,9,2,0
T000082,2026-04-01 09:54:31,C01692,M0233,D01692,IP00_138,1654.54,fashion,upi,android,580,142,1368.23,10080.0,0,0,0.279,0,0.6244,0.0789,4.46,0,0,0,0,0,0.01778,0,9,2,0
T000083,2026-04-01 10:00:04,C01552,M0089,D01552,IP05_070,264.26,grocery,card,android,967,143,620.47,10080.0,0,0,-0.765,0,0.9296,0.005,3.52,0,0,0,0,0,0.01189,0,10,2,0
T000084,2026-04-01 10:00:16,C05156,M0177,D05156,IP02_138,3118.85,utilities,netbanking,ios,190,141,2511.06,595.3,0,0,0.323,0,0.999,0.4956,104.71,0,1,1,1,0,0.01174,0,10,2,0
T000085,2026-04-01 10:05:47,C00178,M0253,D00178,IP05_121,6743.73,travel,upi,android,1165,141,2085.4,10080.0,0,0,2.978,0,0.7629,0.1298,5.07,0,0,0,0,0,0.01443,0,10,2,0
T000086,2026-04-01 10:05:52,C05241,M0127,D05241,IP05_126,4073.87,education,netbanking,ios,828,141,2554.0,10080.0,0,0,0.793,0,0.6001,0.0,2.62,0,0,0,0,1,0.01388,0,10,2,0
T000087,2026-04-01 10:07:41,C04837,M0106,D04837,IP04_212,7264.03,education,netbanking,android,50,143,2728.32,10080.0,0,0,2.217,0,0.8519,0.0097,9.46,0,0,0,0,0,0.01109,0,10,2,0
T000088,2026-04-01 10:08:52,C03674,M0017,D03674,IP00_181,1881.62,utilities,upi,ios,1698,102,2236.21,10080.0,0,0,-0.211,0,0.871,0.3085,35.07,0,0,0,0,0,0.00345,0,10,2,0
T000089,2026-04-01 10:09:15,C02478,M0068,D02478,IP03_208,419.09,grocery,upi,ios,275,29,1276.03,10080.0,0,0,-0.895,0,0.878,0.3739,19.19,0,1,0,0,0,0.01149,0,10,2,0
T000090,2026-04-01 10:13:47,C01401,M0049,D01401,IP02_211,316.62,food,upi,web,97,147,931.04,10080.0,0,0,-0.88,0,0.7136,0.0866,68.53,0,0,0,0,0,0.00812,0,10,2,0
T000091,2026-04-01 10:15:03,C04291,M0128,D04291,IP00_011,3268.2,electronics,card,web,669,141,3696.51,10080.0,0,0,-0.154,0,0.8065,0.1654,113.12,0,0,0,0,0,0.01609,0,10,2,0
T000092,2026-04-01 10:16:13,C02439,M0021,D02439,IP02_035,11736.54,travel,card,android,959,141,5240.24,10080.0,0,0,1.653,0,0.6137,0.0131,12.58,0,0,0,0,0,0.01366,0,10,2,0
T000093,2026-04-01 10:18:09,C03033,M0283,D03033,IP03_033,1602.96,utilities,upi,ios,969,142,1134.14,10080.0,0,0,0.551,0,0.999,0.0747,7.75,0,0,0,0,0,0.00762,0,10,2,0
T000094,2026-04-01 10:20:11,C00024,M0368,D00024,IP03_174,3343.76,utilities,upi,android,824,143,1685.77,10080.0,0,0,1.311,0,0.7787,0.0527,5.14,0,0,0,0,0,0.00371,0,10,2,0
T000095,2026-04-01 10:21:50,C06497,M0333,D06497,IP03_016,1585.98,electronics,upi,ios,1042,144,1199.04,10080.0,0,0,0.43,0,0.992,0.0891,19.42,0,0,0,0,0,0.01887,0,10,2,0
T000096,2026-04-01 10:30:21,C06436,M0243,D06436,IP05_175,2788.75,services,card,web,612,142,3057.59,10080.0,0,0,-0.117,0,0.8874,0.1746,51.75,0,1,0,0,0,0.00576,0,10,2,0
T000097,2026-04-01 10:35:21,C03376,M0429,D03376,IP05_156,5368.08,electronics,netbanking,android,136,142,1608.64,10080.0,0,0,3.116,0,0.6707,0.1779,28.4,0,0,0,0,0,0.0253,0,10,2,0
T000098,2026-04-01 10:41:56,C05987,M0134,N726886,IP05_201,224.39,food,upi,android,551,140,911.9,10080.0,0,0,-1.005,1,0.5576,0.1013,33.83,0,1,0,0,0,0.0091,0,10,2,0
T000099,2026-04-01 10:42:47,C00556,M0204,D00556,IP00_159,1777.7,electronics,wallet,web,343,107,1170.46,10080.0,0,0,0.692,0,0.8062,0.148,65.84,0,0,1,0,0,0.01929,0,10,2,0
T000100,2026-04-01 10:45:58,C02878,M0450,D02878,IP05_009,734.79,grocery,upi,android,558,142,1089.11,10080.0,0,0,-0.434,0,0.8498,0.0288,19.19,0,0,0,0,0,0.00643,0,10,2,0
T000101,2026-04-01 10:51:42,C01085,M0094,D01085,IP05_203,2626.08,food,upi,web,844,96,2110.12,10080.0,0,0,0.326,0,0.6956,0.1231,14.09,0,0,0,0,0,0.00682,0,10,2,0
T000102,2026-04-01 10:53:48,C06059,M0158,D06059,IP03_095,399.99,fashion,upi,web,471,142,1265.46,10080.0,0,0,-0.912,0,0.6765,0.136,34.92,0,0,0,0,0,0.01432,0,10,2,0
T000103,2026-04-01 10:54:51,C00325,M0235,D00325,IP02_161,8342.31,services,card,ios,577,78,2915.35,10080.0,0,0,2.482,0,0.9295,0.07,95.46,0,0,0,0,0,0.00757,0,10,2,0
T000104,2026-04-01 10:55:16,C05353,M0025,D05353,IP04_089,781.92,services,wallet,android,820,142,1013.97,10080.0,0,0,-0.305,0,0.7212,0.1207,19.94,0,0,0,0,0,0.01133,0,10,2,0
T000105,2026-04-01 10:55:55,C03627,M0425,D03627,IP03_209,2544.63,utilities,upi,web,702,77,1087.98,10080.0,0,0,1.785,0,0.5962,0.0365,5.41,0,0,0,0,0,0.01048,0,10,2,0
T000106,2026-04-01 10:56:28,C02006,M0115,D02006,IP02_153,1861.36,fashion,upi,android,708,142,2169.98,10080.0,0,0,-0.19,0,0.9117,0.1242,58.35,0,0,0,0,0,0.01583,0,10,2,0
T000107,2026-04-01 10:57:09,C00732,M0206,D00732,IP03_184,4290.29,grocery,wallet,web,388,140,8428.21,10080.0,0,0,-0.655,0,0.999,0.2025,81.48,0,1,1,0,0,0.0161,0,10,2,0
T000108,2026-04-01 10:58:35,C04891,M0242,N372190,IP04_083,1030.95,travel,upi,ios,159,142,1279.68,10080.0,0,0,-0.259,1,0.6937,0.2532,12.92,0,0,1,0,0,0.01909,0,10,2,0
T000109,2026-04-01 11:00:40,C01044,M0045,D01044,IP00_216,364.96,fashion,upi,web,409,142,737.46,10080.0,0,0,-0.673,0,0.897,0.1962,14.16,0,1,0,0,0,0.01601,0,11,2,0
T000110,2026-04-01 11:06:25,C03934,M0014,D03934,IP05_187,2122.13,education,upi,android,1018,142,1390.25,10080.0,0,0,0.702,0,0.8928,0.2861,49.34,0,0,0,0,0,0.00631,0,11,2,0
T000111,2026-04-01 11:07:18,C01158,M0206,D01158,IP02_215,451.58,grocery,card,ios,430,145,783.19,10080.0,0,0,-0.565,0,0.6954,0.1176,16.08,1,0,0,0,0,0.01287,0,11,2,0
T000112,2026-04-01 11:07:30,C01979,M0051,D01979,IP03_021,102.17,food,card,web,308,142,1121.7,10080.0,0,0,-1.212,0,0.5737,0.1627,4.71,0,0,0,0,0,0.00612,0,11,2,0
T000113,2026-04-01 11:09:25,C03395,M0073,D03395,IP03_183,955.43,fashion,upi,android,578,143,811.34,10080.0,0,0,0.237,0,0.7893,0.0642,24.47,0,0,0,0,0,0.01617,0,11,2,0
T000114,2026-04-01 11:14:09,C03198,M0374,D03198,IP01_170,942.2,fashion,upi,web,281,141,1251.45,10080.0,0,0,-0.329,0,0.999,0.0946,47.72,0,1,0,0,0,0.01805,0,11,2,0
T000115,2026-04-01 11:20:30,C03715,M0337,D03715,IP02_010,903.03,education,card,android,240,81,989.04,10080.0,0,0,-0.116,0,0.9224,0.0477,14.78,0,0,0,0,0,0.01,0,11,2,0
T000116,2026-04-01 11:26:05,C03413,M0168,D03413,IP01_118,2205.22,health,card,ios,703,141,2451.62,10080.0,0,0,-0.134,0,0.999,0.0773,4.82,0,0,0,0,0,0.01205,0,11,2,0
T000117,2026-04-01 11:30:54,C02947,M0040,D02947,IP00_128,6425.83,utilities,upi,ios,782,142,5362.08,10080.0,0,0,0.265,0,0.9333,0.1392,56.83,0,0,0,0,0,0.01264,0,11,2,0
T000118,2026-04-01 11:34:48,C00208,M0309,D00208,IP03_147,298.55,food,upi,ios,422,141,1234.91,10080.0,0,0,-1.011,0,0.7579,0.0354,14.94,0,0,0,0,0,0.00367,0,11,2,0
T000119,2026-04-01 11:35:51,C00266,M0290,D00266,IP01_086,498.58,food,upi,ios,557,129,967.97,10080.0,0,0,-0.647,0,0.8493,0.1894,6.1,0,0,0,0,0,0.0065,0,11,2,0
T000120,2026-04-01 11:36:15,C02346,M0165,D02346,IP02_027,4940.57,fashion,wallet,web,754,142,1676.96,10080.0,0,0,2.595,0,0.8683,0.0654,143.14,0,1,0,0,0,0.01339,0,11,2,0
T000121,2026-04-01 11:36:21,C05330,M0030,D05330,IP03_160,201.48,gaming,netbanking,ios,538,39,945.42,10080.0,0,0,-1.049,0,0.6892,0.0803,35.58,0,0,0,0,1,0.02632,0,11,2,0
T000122,2026-04-01 11:37:19,C04295,M0269,D04295,IP00_186,1296.06,food,upi,android,98,119,4331.87,10080.0,0,0,-0.934,0,0.673,0.0645,23.17,0,0,0,0,0,0.01268,0,11,2,0
T000123,2026-04-01 11:38:00,C03418,M0149,D03418,IP03_189,668.5,grocery,upi,ios,331,141,1328.91,10080.0,0,0,-0.663,0,0.8067,0.2511,117.27,0,0,0,0,0,0.013,0,11,2,0
